14,Exeter,11,13,14,77.2,89,89,3.7,16.5,84,97,5.8,176,75,6,91.5,86,95,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,68.1,96,92,0,0,0,0,0,0,0,0,0,0,0,14,85.2,92,89,97,0,0,0,0,0,22,73.2,81,88,95,0,0,0,0,0,8,64.8,90,88,98,38,64.2,86,87,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,90.3,95,95,98,16,56.4,90,88,97,39,68.7,78,81,99,0,0,0,0,0,0,0,0,0,0,44,53,77,74,0,24,78,83,78,0,11,62.5,77,74,98,3,77.7,92,90,0,32,72.2,78,72,97,6,86.4,97,92,99,0,0,0,0,0,0,0,0,0,0,20,72.2,86,87,0,13,85.5,93,90,97,15,83.2,93,95,93,14,79.2,94,91,98,12,69.6,94,91,0,0,0,0,0,0,0,0,0,0,0,37,69.4,84,87,97,3,98.6,93,88,0,18,77.4,92,93,99,16,83.5,94,91,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,40.5,87,84,99,20,66.1,93,92,98,10,77.1,90,89,98,11,77.3,87,82,95,4,80.2,95,96,97,0,0,0,0,0,0,0,0,0,0,28,72,92,89,95,12,84.6,90,90,94,0,0,0,0,0,
15,London School of Economics,12,15,15,76.8,78,73,7.9,11.9,86,97,5.7,203,60,19,85.2,66,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99.3,96,97,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,73.7,79,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,76,72,67,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,81.7,84,83,0,0,0,0,0,0,27,73.8,90,85,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,63.4,74,72,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,54.9,87,80,0,0,0,0,0,0,8,78.8,82,74,99,0,0,0,0,0,0,0,0,0,0,5,86.8,85,67,0,0,0,0,0,0,13,78,81,74,0,0,0,0,0,0,0,0,0,0,0,
16,Nottingham Trent,53,34,16,76.6,87,89,4.8,14.8,76,91,5.1,143,80,8,89.3,92,98,91,3,90.9,94,96,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57.3,93,90,85,32,51.2,86,90,89,17,84,89,94,92,2,95.7,92,95,92,18,73.8,84,87,91,16,79.1,99,100,90,0,0,0,0,0,49,61.4,84,83,80,9,82.7,87,88,91,0,0,0,0,0,8,86.1,86,88,91,12,85.9,91,86,93,0,0,0,0,0,13,82.3,91,96,93,48,59,85,85,91,0,0,0,0,0,19,67.8,81,91,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,62.9,88,92,91,4,90.7,86,88,94,8,92,85,83,91,28,67.8,87,77,88,19,80.3,94,94,91,0,0,0,0,0,69,57.6,88,84,92,0,0,0,0,0,0,0,0,0,0,12,79.3,90,90,89,31,73.1,90,89,91,48,66.1,84,85,90,0,0,0,0,0,39,74.8,89,89,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,55.6,95,88,0,26,59.6,96,97,94,48,58.7,88,84,89,10,77.6,92,91,92,0,0,0,0,0,0,0,0,0,0,20,75.9,80,83,92,42,67.8,86,88,89,21,76.5,89,86,89,0,0,0,0,0,
17,Nottingham,25,19,17,76,88,87,6.3,13.9,83,96,7,163,72,12,87.3,85,90,97,2,91.8,86,83,96,6,74.6,95,90,95,0,0,0,0,0,0,0,0,0,0,5,84.7,93,93,97,0,0,0,0,0,32,79.5,91,87,96,8,86.2,87,96,0,27,70.1,78,83,97,10,82.8,92,92,98,12,55.3,94,93,94,11,76.2,84,87,94,15,75.4,92,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,83.1,86,86,98,0,0,0,0,0,2,75.6,84,95,98,7,80.3,84,93,95,1,100,88,86,94,0,0,0,0,0,0,0,0,0,0,12,83.1,86,83,97,14,81.6,94,89,97,0,0,0,0,0,14,89.7,91,84,0,17,74.1,94,87,0,30,74.5,88,85,98,5,93.4,92,87,96,10,81,94,94,98,16,67.7,94,94,94,0,0,0,0,0,0,0,0,0,0,16,78.4,89,94,97,0,0,0,0,0,27,64.3,88,72,97,26,80.9,83,76,94,7,94.4,97,86,98,30,59.2,78,74,92,3,91.5,89,89,99,21,52.4,89,89,95,7,79.1,96,96,96,30,65.9,88,77,97,34,67,87,87,95,14,66,99,97,95,21,61.4,97,100,0,33,69.2,88,87,0,37,70,92,88,93,0,0,0,0,0,4,76.3,100,100,97,
18,  UEA,24,18,18,75.7,89,90,4.4,13.4,79,94,7.5,153,72,13,86.9,81,94,95,0,0,0,0,0,1,100,95,90,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,76.9,84,92,95,0,0,0,0,0,15,74.3,87,96,94,13,80,88,91,92,0,0,0,0,0,29,67.5,84,80,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,75.1,89,92,0,13,61,91,96,95,10,83.9,88,94,96,3,88.7,91,94,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,73.3,93,89,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,79.7,94,91,97,16,82.7,93,91,92,20,76.7,97,95,97,8,76.6,97,95,0,0,0,0,0,0,0,0,0,0,0,24,76.7,86,94,91,20,81.2,87,68,97,19,74.4,88,90,99,47,70,87,86,0,0,0,0,0,0,13,69.3,87,84,89,15,70.9,89,90,94,17,53.5,92,83,91,0,0,0,0,0,21,69,92,85,94,21,72.4,92,90,95,0,0,0,0,0,0,0,0,0,0,4,93.2,91,91,0,0,0,0,0,0,15,81.6,80,81,0,0,0,0,0,0,
19,Birmingham,13,15,19,75.6,89,88,7.2,14.8,86,96,6.4,166,72,28,82.6,82,89,91,0,0,0,0,0,4,80.4,91,73,0,11,75.7,94,95,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,84.8,91,90,97,22,71.1,93,92,0,29,69.2,78,79,94,19,78.1,92,98,98,7,66,95,91,98,17,73.3,90,91,93,0,0,0,0,0,13,49,94,90,100,0,0,0,0,0,7,89.3,96,91,95,4,73.4,96,95,98,55,62.8,76,76,97,19,74.6,96,94,97,9,48.6,81,84,96,15,69.8,85,90,94,19,80.5,92,88,86,0,0,0,0,0,5,70.5,86,89,95,22,78.1,83,86,97,5,86.6,96,94,98,0,0,0,0,0,0,0,0,0,0,28,67.8,92,79,0,28,75,88,87,98,8,89,99,92,98,17,78.2,95,90,97,9,75.7,95,90,0,7,84.9,75,77,0,0,0,0,0,0,32,73,83,91,93,0,0,0,0,0,15,79.3,92,93,98,19,83.1,92,83,96,8,92.7,97,96,96,58,44.6,94,91,92,7,78.4,96,94,96,7,63.9,93,83,96,3,85.7,91,93,97,19,69.5,88,84,98,14,75.6,89,88,99,8,72.5,96,96,93,23,60.1,77,74,90,18,78.6,87,82,89,10,80.4,92,85,96,4,93.3,87,89,97,0,0,0,0,0,
20,Bristol,38,27,20,75,90,86,6.5,13.6,80,97,6,184,68,92,63.2,78,77,96,0,0,0,0,0,0,0,0,0,0,7,82.7,96,91,99,10,80.2,94,89,0,0,0,0,0,0,0,0,0,0,0,11,86.5,95,97,97,0,0,0,0,0,76,59.6,67,66,0,15,79.3,90,88,97,18,50.6,91,73,98,25,69.1,84,78,94,0,0,0,0,0,14,47.4,91,84,98,0,0,0,0,0,59,67.7,81,72,83,21,52.6,91,86,95,23,77.4,84,84,98,0,0,0,0,0,0,0,0,0,0,3,81.5,84,87,94,10,89.1,89,85,88,1,100,100,101,0,0,0,0,0,0,4,94.3,89,92,97,46,70.1,89,79,96,0,0,0,0,0,0,0,0,0,0,8,78.9,95,98,0,15,82.4,85,75,99,0,0,0,0,0,42,69.5,92,82,98,23,49.5,92,82,94,0,0,0,0,0,0,0,0,0,0,36,70,86,81,96,0,0,0,0,0,17,77.8,95,95,99,9,86.9,90,85,96,4,96.6,94,91,100,0,0,0,0,0,1,100,99,99,0,9,59.4,91,87,97,25,61.3,87,84,94,4,83.1,95,90,98,15,75.2,89,83,98,15,65.9,96,88,0,1,100,98,91,94,8,88.1,0,0,0,3,87.8,96,89,96,0,0,0,0,0,6,50.5,93,89,98,
21,Surrey,4,10,21,74.7,88,88,5.8,15.7,77,94,7,163,74,27,82.7,86,88,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,86.6,94,90,98,0,0,0,0,0,32,68.2,73,80,92,7,87.7,96,99,93,0,0,0,0,0,10,78.3,90,86,85,1,100,92,93,98,0,0,0,0,0,0,0,0,0,0,16,83.6,83,73,96,0,0,0,0,0,21,78.1,89,90,96,0,0,0,0,0,5,55.2,92,95,97,22,66.3,80,87,99,3,99.3,91,91,96,0,0,0,0,0,0,0,0,0,0,14,81.8,89,92,97,12,82.4,89,89,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,64.3,90,87,94,0,0,0,0,0,0,0,0,0,0,5,88.6,79,87,94,0,0,0,0,0,13,78.9,87,89,95,0,0,0,0,0,0,0,0,0,0,3,96.3,98,97,0,2,98.4,97,96,93,32,58.7,88,86,87,0,0,0,0,0,0,0,0,0,0,24,63.5,89,89,97,11,74.7,96,92,0,19,72.7,91,88,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,80.3,92,93,94,0,0,0,0,0,8,33.9,86,77,99,
22,Lincoln,56,47,22,73.1,87,88,4.5,14.9,76,93,4.9,129,76,61,72.3,88,94,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,81.8,88,89,98,16,63.5,88,84,94,19,81.7,94,94,94,0,0,0,0,0,63,62.1,80,85,95,0,0,0,0,0,0,0,0,0,0,33,66.2,86,89,92,40,67.9,87,77,90,0,0,0,0,0,5,89.7,90,87,91,60,67.4,87,78,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,78.9,91,88,0,39,71.4,95,93,97,0,0,0,0,0,27,86.2,89,74,0,31,67.2,94,87,93,0,0,0,0,0,50,60.7,91,92,94,8,82.7,95,97,97,0,0,0,0,0,1,100,99,98,89,8,80.9,80,80,96,0,0,0,0,0,24,74.9,75,80,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,54.6,75,72,93,17,69.5,80,78,98,0,0,0,0,0,0,0,0,0,0,54,56.7,91,89,91,12,76.3,90,90,96,0,0,0,0,0,0,0,0,0,0,44,60.4,76,70,92,30,71.9,92,100,0,16,80.6,89,92,82,0,0,0,0,0,
23,Southampton,16,35,23,72.7,86,84,5.6,12.9,80,95,6.2,158,71,37,79.4,80,82,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,68.1,85,87,98,21,81.1,94,97,99,0,0,0,0,0,39,66.5,70,71,91,22,74,94,93,94,0,0,0,0,0,8,80.2,88,90,93,44,64.5,88,83,91,0,0,0,0,0,52,55.8,84,74,93,0,0,0,0,0,10,62.3,92,95,97,20,78.9,81,82,97,2,89.3,94,91,0,0,0,0,0,0,4,80.9,89,92,98,2,99.6,93,99,94,0,0,0,0,0,0,0,0,0,0,6,89.9,86,84,94,41,70.9,94,86,95,42,52,84,74,94,0,0,0,0,0,16,74.4,96,95,94,14,83.5,93,94,98,35,71.1,86,77,93,26,74,96,93,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,77.2,84,91,94,5,90.4,91,85,94,22,72.4,91,87,97,24,81.2,95,95,95,13,88.5,89,86,96,53,47.9,64,49,93,0,0,0,0,0,6,65.5,95,92,94,6,80.4,94,99,93,52,57.6,80,83,94,26,71,89,81,98,0,0,0,0,0,25,57.1,89,83,0,0,0,0,0,0,63,61.3,88,83,92,0,0,0,0,0,0,0,0,0,0,
24,Glasgow,26,23,24,72.1,89,88,6,14.9,84,93,5.6,200,67,29,82.4,81,84,97,0,0,0,0,0,0,0,0,0,0,8,79.5,93,90,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,79.1,93,91,94,0,0,0,0,0,52,63.9,76,80,91,46,58.6,83,84,95,9,63.7,100,95,0,24,70.2,85,86,88,0,0,0,0,0,8,66,95,94,99,37,66.4,86,79,0,10,86.7,94,96,0,14,60.2,94,93,95,41,67.8,74,71,97,45,62.5,85,84,92,0,0,0,0,0,12,71.4,95,96,0,26,77.2,83,85,0,0,0,0,0,0,0,0,0,0,0,28,75.3,79,82,92,20,78.6,97,94,93,0,0,0,0,0,12,90,89,86,93,10,77.9,97,99,0,9,88.1,94,88,94,0,0,0,0,0,36,71.5,96,94,94,7,80.6,96,94,0,0,0,0,0,0,0,0,0,0,0,33,72.5,87,89,95,0,0,0,0,0,12,87.1,94,93,100,30,78.7,91,87,92,33,74.8,88,83,95,3,81.7,96,96,95,28,60.4,91,88,0,46,25.5,87,81,93,38,43.7,85,83,92,42,61,92,87,92,23,71.4,91,83,90,10,69.4,99,98,0,11,79.3,96,94,0,0,0,0,0,0,26,72.9,89,90,83,9,87,90,87,0,2,81.6,94,94,100,
25,Portsmouth,43,37,25,72,88,88,5.9,15.4,80,91,6,119,75,18,85.4,86,90,92,0,0,0,0,0,9,60.4,93,91,0,16,70.4,95,89,0,0,0,0,0,0,32,56.6,86,95,91,0,0,0,0,0,9,87.2,93,93,95,16,76.3,67,69,93,28,69.9,82,88,91,0,0,0,0,0,0,0,0,0,0,39,63.1,85,83,85,4,88.5,94,95,93,0,0,0,0,0,22,77.4,89,84,92,49,71,96,92,94,31,46,91,90,91,9,85.2,92,90,96,53,55.5,88,86,91,17,42.6,74,74,0,38,57.9,76,86,94,31,75.3,79,81,83,0,0,0,0,0,0,0,0,0,0,27,75.7,84,89,92,55,68.1,91,92,90,28,70.2,89,84,0,29,85.7,83,87,93,0,0,0,0,0,31,74.3,91,95,97,10,86.6,96,97,94,61,61.8,94,95,89,0,0,0,0,0,19,78.1,72,75,0,38,61.5,86,90,89,27,74.8,86,91,90,35,70.6,89,88,89,0,0,0,0,0,23,81.3,96,94,92,0,0,0,0,0,0,0,0,0,0,31,53.2,82,74,97,0,0,0,0,0,0,0,0,0,0,22,68.6,90,88,93,16,74.8,91,90,95,0,0,0,0,0,0,0,0,0,0,3,93.8,84,90,94,38,69.8,94,95,94,13,83.1,91,87,90,0,0,0,0,0,
26,Sussex,20,20,26,71.9,87,88,7,16.4,80,95,4.5,144,69,52,74.1,80,86,97,0,0,0,0,0,3,82.9,89,85,95,14,72.5,97,99,96,15,65,88,90,96,0,0,0,0,0,0,0,0,0,0,37,78.8,94,92,94,0,0,0,0,0,31,68.6,79,82,97,5,90.1,94,95,99,0,0,0,0,0,48,61.5,90,90,90,14,76,90,91,0,0,0,0,0,0,0,0,0,0,0,17,82.3,94,90,0,0,0,0,0,0,51,64,83,91,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,48.8,67,63,0,0,0,0,0,0,0,0,0,0,0,38,67.3,73,78,96,19,79.2,94,97,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,89.1,91,100,99,0,0,0,0,0,15,78.8,91,91,96,17,67.1,91,91,0,0,0,0,0,0,34,64.5,83,77,0,11,80.9,84,89,94,38,70.2,85,83,92,0,0,0,0,0,13,84.3,89,90,0,39,73.1,84,69,91,0,0,0,0,0,0,0,0,0,0,8,61.5,93,93,93,30,56.9,92,88,92,43,60.5,91,93,94,24,71.1,92,94,96,0,0,0,0,0,0,0,0,0,0,15,79.6,85,80,98,17,76.9,90,91,96,0,0,0,0,0,0,0,0,0,0,
27,Newcastle,37,30,27,71.1,88,88,5.9,13.8,80,96,5.1,161,73,46,75.8,77,90,96,7,78.7,74,76,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,65.8,88,84,95,2,78,89,90,94,35,79.1,91,89,98,35,63.2,75,74,94,42,66.3,70,78,96,30,68.4,88,91,98,17,52,96,91,96,35,65.5,81,82,94,0,0,0,0,0,9,61.8,98,98,97,0,0,0,0,0,0,0,0,0,0,8,65,88,90,0,60,58.5,82,85,94,0,0,0,0,0,18,40.7,74,77,97,21,66.4,84,86,98,17,81.7,90,88,90,0,0,0,0,0,0,0,0,0,0,23,78,82,81,95,17,80.5,96,94,98,0,0,0,0,0,0,0,0,0,0,5,85,96,97,0,36,71.9,91,93,97,1,100,97,88,0,55,64.6,93,91,98,0,0,0,0,0,0,0,0,0,0,4,84.5,93,95,0,42,67.9,89,93,95,13,84,93,95,93,5,92.1,95,93,98,14,84.1,92,87,97,22,83.7,92,86,89,0,0,0,0,0,0,0,0,0,0,44,29.5,87,79,0,0,0,0,0,0,32,64.7,93,94,95,28,69.9,88,93,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,71.4,91,91,95,0,0,0,0,0,0,0,0,0,0,
28,Edinburgh,22,30,28,70.3,85,80,8.7,12.6,75,95,6,181,61,23,84,79,78,98,0,0,0,0,0,0,0,0,0,0,3,85.5,86,78,0,11,70.7,91,89,97,35,51.6,91,81,95,28,51.6,77,80,98,30,79.9,86,84,92,10,80.5,84,73,0,36,67.3,80,83,97,34,65.4,86,89,92,16,53.6,97,92,95,27,68.5,77,74,83,0,0,0,0,0,0,0,0,0,0,10,84.2,87,84,0,0,0,0,0,0,18,55.5,89,86,95,38,68.8,78,72,97,29,69.1,79,82,94,11,47.6,69,61,98,16,69.7,77,88,0,15,82,82,90,0,0,0,0,0,0,0,0,0,0,0,35,67.7,74,67,95,45,70.4,91,84,96,1,100,90,92,0,19,88.5,74,57,0,20,72.2,87,77,0,23,79.4,91,77,99,0,0,0,0,0,72,56.6,90,80,95,19,59.8,90,80,97,0,0,0,0,0,0,0,0,0,0,17,78.3,86,86,93,0,0,0,0,0,6,91.1,93,83,99,44,71.4,89,76,96,18,85.1,95,84,0,1,100,97,100,0,25,63.5,81,79,0,30,45.2,88,81,98,27,58,83,80,94,23,68.4,85,76,98,49,62.3,84,79,95,7,72.6,100,100,92,9,80.9,87,73,0,25,74,77,79,0,24,74.6,86,86,88,14,82.9,78,74,93,1,100,96,93,97,
29,Derby,48,54,29,70.1,88,85,6.2,15.1,74,90,4.9,119,77,35,80.4,86,87,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,51.5,88,94,0,11,65.6,97,92,0,52,72,94,89,96,0,0,0,0,0,10,77.8,89,89,89,0,0,0,0,0,0,0,0,0,0,36,65.2,87,82,89,36,68.9,88,85,86,0,0,0,0,0,39,64.5,84,80,92,69,63.4,82,75,89,23,50.7,97,95,93,0,0,0,0,0,18,75.5,92,91,92,0,0,0,0,0,47,50.5,84,83,0,48,68,89,86,86,0,0,0,0,0,0,0,0,0,0,18,81.1,88,86,92,62,66.8,94,92,90,18,74.2,84,80,88,35,83.9,81,71,88,27,68.9,93,89,94,59,56.3,88,82,94,47,62.8,86,87,90,40,70.1,98,95,91,0,0,0,0,0,8,84.3,85,82,89,13,78.6,95,95,0,30,74,91,88,0,55,62.7,85,82,87,0,0,0,0,0,0,0,0,0,0,66,61.8,93,92,0,11,70.7,87,81,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,65.9,94,92,91,0,0,0,0,0,0,0,0,0,0,49,56.1,80,68,89,51,65.3,85,83,92,29,73.6,85,87,86,0,0,0,0,0,
30,Dundee,28,24,29,70.1,91,89,6.3,14.5,85,92,5.3,173,75,41,77.9,88,90,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,69,89,90,92,26,53,87,81,92,6,88.5,94,92,94,0,0,0,0,0,17,74.1,88,88,83,0,0,0,0,0,0,0,0,0,0,16,74.1,85,90,88,0,0,0,0,0,1,100,99,99,98,18,78.5,83,85,89,0,0,0,0,0,0,0,0,0,0,25,76,81,79,0,32,67.8,90,90,94,0,0,0,0,0,17,69.1,87,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,79.2,70,75,94,47,70,96,90,87,12,79.9,83,85,0,0,0,0,0,0,11,76.4,95,81,0,25,77.4,90,84,95,33,72.7,96,92,99,41,70,98,90,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,75.1,93,95,0,0,0,0,0,0,8,89.8,95,96,99,10,86.3,95,97,0,0,0,0,0,0,65,37.4,91,89,91,0,0,0,0,0,41,32,85,87,0,0,0,0,0,0,65,52.2,97,94,85,56,58.8,93,92,89,0,0,0,0,0,0,0,0,0,0,9,84.6,91,80,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,Essex,62,48,31,69.9,87,88,6.1,16.3,80,91,6.8,116,72,56,73.6,80,90,95,0,0,0,0,0,2,85.8,92,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,80.7,90,89,95,0,0,0,0,0,85,57.2,77,81,93,0,0,0,0,0,0,0,0,0,0,65,56.3,81,86,87,38,68.2,89,87,88,0,0,0,0,0,0,0,0,0,0,2,99,98,90,95,0,0,0,0,0,18,80.2,83,92,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,72.5,79,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,62.9,85,86,94,0,0,0,0,0,36,83.3,83,79,0,0,0,0,0,0,0,0,0,0,0,29,74.9,95,99,93,32,72,93,89,93,18,65.2,93,89,0,0,0,0,0,0,0,0,0,0,0,12,80.6,89,87,0,0,0,0,0,0,0,0,0,0,0,48,69.4,71,81,91,0,0,0,0,0,6,77.1,92,89,0,0,0,0,0,0,18,53.4,95,92,87,0,0,0,0,0,12,73.8,89,93,95,31,68.3,88,90,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,69.3,89,87,92,19,77.7,90,91,86,0,0,0,0,0,
32,Swansea,39,45,31,69.9,87,89,4.7,15.4,82,93,5.9,138,74,35,80.4,85,92,94,0,0,0,0,0,8,65.3,90,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,80,94,95,95,0,0,0,0,0,41,66.4,81,89,92,0,0,0,0,0,22,43.1,94,91,94,22,71.5,86,94,92,3,95.4,96,96,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,57.9,71,76,96,0,0,0,0,0,21,37.3,82,93,96,50,48.4,80,84,96,50,64.9,82,81,87,15,58,72,73,0,8,54.4,93,94,88,41,65.2,72,72,93,37,71.5,91,91,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,65,84,87,97,39,66.6,94,88,94,33,71.7,94,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,71.1,83,92,86,11,85.4,92,93,92,3,94.8,93,92,0,36,75.9,83,83,96,0,0,0,0,0,2,83.4,92,92,92,0,0,0,0,0,0,0,0,0,0,13,72,93,93,89,17,71.2,95,92,93,46,63.5,87,82,95,0,0,0,0,0,7,85.6,92,95,0,14,80.6,90,83,0,0,0,0,0,0,18,78.6,90,94,89,0,0,0,0,0,
33,Liverpool Hope,79,56,33,69.6,91,90,2.5,14.5,80,88,3.1,116,84,90,63.4,68,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,43.8,87,86,0,39,77.7,96,96,0,0,0,0,0,0,57,62.9,89,89,85,0,0,0,0,0,0,0,0,0,0,13,75.1,90,94,88,0,0,0,0,0,0,0,0,0,0,12,82.8,88,92,0,42,74,89,88,86,0,0,0,0,0,0,0,0,0,0,10,78,92,95,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,47.9,83,76,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,79.9,93,89,0,0,0,0,0,0,46,68.1,89,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,74.2,94,95,0,0,0,0,0,0,0,0,0,0,0,50,68.4,92,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61.9,97,93,0,58,58.4,84,87,87,24,50.3,91,93,86,12,79,97,89,0,22,75.6,90,91,92,7,85.4,95,92,0,17,79.5,96,98,83,0,0,0,0,0,
